department,submit_t,style,title,content,situation,limit_t,reply_t,reply_c
公安分局,2014-07-16 11:36:12,咨询,夫妻投靠落户咨询,你好！在市政服务中心申请夫妻投靠落户后，凭准迁证是否要随迁本人到公安局办理落户？还是可以配偶一方代办？,请分局在规定时限内处理并反馈,2014-07-22,2014-07-22 17:49:47,您好，要当事人到场办理，不能代办。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
卫生局,2014-07-16 13:58:20,咨询,办理卫生许可证需要啥材料,公共场所办理卫生许可证需要提供什么材料，谢谢。,请区卫生局在规定时限内处理并反馈,2014-07-22,2014-07-25 17:42:56,您好，请携带1.平面图2份；2.法人身份证（若非法人本人，需提供法人委托书）；3.租赁合同。到思明区卫生监督所办理（前埔东路26号）。若有疑问可拨打5906360咨询。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
计生局,2014-07-01 16:37:00,咨询,二孩准生证,请教下目前厦门思明区的二孩准生证，上面的发证机关是思明区街道计生办，还是思明区人口和计划生育局？怎样知道二胎准生证的真伪？,请区计生局在规定时限内处理并反馈,2014-07-08,2014-07-03 08:34:21,您好，目前我区《再生育服务证》的发证机关均为思明区人口和计划生育局。如需辨认真伪可持证至发证机关核实。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
民政局,2014-07-01 20:51:39,咨询,保障性租赁房,夫妻一方非厦门城镇户籍，孩子刚出生还没落户，打算落户投靠父亲，父亲为本市城镇户籍，请问等孩子落户完之后能否申请保障性租赁房？？？,请区民政局在规定时限内处理并反馈,2014-07-08,2014-07-03 08:35:00,您好，非常感谢您对保障性租赁房政策的关注。我市保障性租赁房申请于2014年2月12日暂停申请，目前尚未开通申请，新政策目前也尚未公布。待新政策公布后，请您积极关注厦门市住房保障管理中心官网，或拨打厦门市住房保障管理中心业务咨询服务电话：5106000。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-02 09:37:08,咨询,公司没有资格落户，我想挂靠到朋友,你好，我是今年的应届生，现在在软件园一期上班，但是我打电话给软件园人事部，他们说现在软件园已经没有集体户了，公司当初答应帮我落户的，所以总经理让我把户口挂靠到他的户口上，请问我跟总经理没有血缘关系，可以这样挂靠吗？如果可以，请问这个要什么流程呢？,请分局在规定时限内处理并反馈,2014-07-08,2014-07-04 10:52:10,您好，如果要挂靠，需要提供被挂靠人的产权证、户口簿、户主身份证原件，另外填写一张挂靠表（在分局咨询台）。具体流程可以咨询5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-03 16:33:55,咨询,营业执照住所变更,修改后的公司章程或者公司章程修正案（公司法定代表人签署）和关于修改公司章程的决议、决定是去哪下载还是自己写？,请区工商局在规定时限内处理并反馈,2014-07-09,2014-07-07 17:13:24,您好，修改后的公司章程或者公司章程修正案的示范文本，以及其他文书材料、示范文本可登陆厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/）进行查询并下载。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-04 08:57:18,咨询,关系证明,本人拟将母亲的户口从龙海角美迁到厦门岛内，其中“子女与父母的关系证明”，是否可以持旧户口本作为证明？该旧户口本上有包括我和母亲在内的全家人名字，且我名字的户口页下有注明于1993年迁出。当时在老家没有办理身份证，1993年到集美读大学时户口迁到学校，并且办理的身份证。,请分局在规定时限内处理并反馈,2014-07-10,2014-07-09 10:58:29,您好，请咨询市政服务中心公安局办证大厅，电话2034304。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-04 18:58:49,咨询,户口挂靠,你好，我是非厦门生源，现在在思明区文灶的一家国企入职，公司没有集体户，并且我在集美租房住，可以在梧村街道办理户口挂靠吗？操作流程步骤是怎样的？,请分局在规定时限内处理并反馈,2014-07-11,2014-07-09 10:59:05,您好，请先到市公务员局报到，咨询电话2034304。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-05 11:22:20,咨询,工商年检,营业执照年检,请区工商局在规定时限内处理并反馈,2014-07-11,2014-07-07 17:13:05,您好，商事登记改革后，全市实行年检改年报，可以登录厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/），查看《商事主体公示2013年年度报告须知》。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-05 12:11:52,咨询,初次办理未成年人身份证所留联系方式（手机号码）有误的咨询,同标题，但通信地址无误，是否可以送达？,请分局在规定时限内处理并反馈,2014-07-11,2014-07-09 10:58:16,您好，思明分局工作人员已电话回复您。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
计生局,2014-07-07 09:22:48,咨询,独生子女证明,你好，请问我出生于1978年，出生后几个月母亲过世，父亲一直独身至今，现已七十几岁。当时父亲单位办理独生子女证需要父母都健在才能办理，现在国家出台了一些独生子女的优惠政策，我要怎样证明自己是独生子女呢？,请区计生局在规定时限内处理并反馈,2014-07-11,2014-07-09 10:59:15,您好，无法出示独生子女证，可由您父亲现户籍所在地居委会出具其生育子女情况证明。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-07 10:51:56,咨询,更换营业执照所需文档和材料有哪些,今年营业执照要从横版更换成竖版，请问来工商业局办理时需要携带哪些文件，需要准备哪些文档，谢谢。,请区工商局在规定时限内处理并反馈,2014-07-11,2014-07-11 17:47:37,您好，换发新版营业执照的申请材料为：1、换照申请书；2、营业执照正、副本原件。如还未办理联络人备案的，换照的应办理联络人备案，申请材料未：1、备案申请书；2、指定代表或者共同委托代理人的证明；3、联络人信息表。（备注：若是几个事项一并办理的，例如换照同时办理联络人备案，则可以不提供换照的材料）。登记流程、文书材料、示范文本可登陆厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/）进行查询并下载。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-07 15:21:59,咨询,关于设立在思明区的分公司如何更换新的二维码营业执照,请问设立在思明区的分公司如何更换新的二维码营业执照？总公司设立在海沧区已经完成二维码更换。请问思明区分公司的旧营业执照要如何更换为新的二维码营业执照，需要带那些证件和资料，谢谢！,请区工商局在规定时限内处理并反馈,2014-07-11,2014-07-11 17:47:21,您好，换发新版营业执照的申请材料为：1、换照申请书；2、营业执照正、副本原件。如还未办理联络人备案的，换照的应办理联络人备案，申请材料未：1、备案申请书；2、指定代表或者共同委托代理人的证明；3、联络人信息表。（备注：若是几个事项一并办理的，例如换照同时办理联络人备案，则可以不提供换照的材料）。登记流程、文书材料、示范文本可登陆厦门市商事主体登记及信用信息公示平台（http://www.xiamencredit.gov.cn/）进行查询并下载。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
计生局,2014-07-08 08:45:13,咨询,二胎准生证办理,你好，我老公是其他城市的农村户口，而本人户口在滨海街道曾厝垵村，我是否属于农村户口？我们第一胎是女儿，是否可以办理二胎准生证？？？曾厝垵村是属于农村户口还是城镇户口？,请区计生局在规定时限内处理并反馈,2014-07-14,2014-07-09 16:26:49,您好，思明区曾厝垵村属于城镇户籍，由于其他情况您未提供，可自行参照《福建省人口与计划生育条例》第九至十三条中符合再生育的其他条件。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
计生局,2014-07-08 10:11:52,咨询,二胎生育咨询,尊*的领导们本人夫妻户口都在思明区曾厝安村，户口上面有体现是曾厝安村，是否属于农村性质户口？现已育有一女，想再生一子，问是否符合计划生育政策内,请区计生局在规定时限内处理并反馈,2014-07-14,2014-07-09 16:26:13,您好，思明区无农村户籍，全部是城镇户籍，其他情况您未提供，可自行参照《福建省人口与计划生育条例》第九至十三条中符合再生育的其他条件。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
