lettertype,title,submit_t,content,reply_p,reply_t,reply_c
咨询,政府是否有针对农村白内障患者进行治疗补助,2010/5/11,您好：我是大宅村村民，想请问一下翔安区是否有关于农村白内障患者治疗补助的相关福利。我听说新圩镇桂林七里那边农村白内障患者可以报名免费治疗。这是否有时间限制，还有如果有的话，需要什么条件呢,民政局,2010/5/18,您好！来信收悉。作为为民办实事项目之一，翔安区残联历年都会为一部分贫困白内障患者安排进行免费手术。这几年来，我区已免费为500多名贫困白内障患者进行手术。根据工作安排，今年下半年我区会适时再安排一部分患者进行免费手术，如果您属贫困对象，可以向所在地居委会提出申请并报镇残联，由镇残联统一上报区残联核准，区残联会安排其进行手术。
咨询,农村孕妇分娩可获400元补助,2010/5/11,厦门市卫生局获悉，该局同财政局、物价局日前转发了省相关部门关于农村孕产妇住院分娩补助项目的实施方案，方案下发后，厦门市农村孕产妇住院分娩，每人可获得400元的财政补助。该方案指出，厦门市农村孕产妇住院分娩，按厦门市农村居民医疗保险有关规定享受待遇后再给予补助。结合厦门市的实际情况，400元的住院分娩补助，由中央财政补助每例250元，由市区财政各补助每例75元。在该方案下发前，在2009年年度内已经住院分娩的农村孕产妇，可到户籍所在区的区妇幼保健院领取人均400元的财政补助费用。海沧、集美、同安、翔安区卫生局将指导、监督各区妇幼保健院做好补助发放工作。请问2009年4月出生现在去领取可以吗?,信访局,2010/5/20,您好！来信收悉。2009年1月1日起只要是本区农村户口的孕产妇住院分娩即可以享受农村孕产妇住院分娩补贴，若居民户口就不能享受；区里《实施方案》已下发执行，届时可凭婴儿出生证明在辖区镇卫生院即可领取，具体以文件为准，可以向卫生院详细了解，近期只补发2009年度的。
咨询,关于此次翔安区非在编招聘,2010/5/12,请问初步审核结果什么时候会公布？考试时间定在什么时间？,人劳局,,您好！报名结束后进行初步审查，对经初审不符合资格条件的考生，我们将会通过电话知会初审结果，对符合条件的考生不再另行通知；考试时间待定，届时将会在翔安区政府网站首页“最新公告”发布有关通知，敬请留意！
咨询,关于生育津贴补助,2010/5/1,听说有社保的就有生育津贴这个政策，之前没有办社保，现有身孕两个月，如果去办社保，到生产（大概十二月底生）是否可以拿到生育津贴,人劳局,2010/5/11,梁小姐，您好！生育保险费由用人单位缴纳，个人不缴纳，也无法办理个人参保。申请生育津贴、生育生活补助必须符合以下条件：1、参保人累计缴纳生育保险满1年以上(从首次收到生育保险费当月起至分娩、流产或实施计划生育手术的前一个月止，但用人单位因未及时参保而补缴的生育保险费，不计入申领生育保险待遇累计的缴费月份之内)，在职人员必须按规定参保缴费，失业人员必须办理失业登记（按外来人口缴交的社保需提供解除劳动关系证明）；2、在按规定设置妇产科的医疗机构或计生技术服务机构分娩、流产、实施计划生育手术；3、符合国家、省、市计划生育规定。若您还有其他疑问，可直接拨打社会保障咨询电话12333或区社保中心电话7889773咨询。
咨询,非编招聘咨询,2010/5/1,你好！我想报名岗位07司法局社区矫正工作者，要求普教大专以上学历，专业法律。我是第二学历法学，可以报名吗？,人劳局,2010/5/7,您好！您的专业符合该岗位的专业要求，但您的第二学历必须是全日制普通教育大专的学历，否则不符合。
咨询,询问亲属关系公证和父母收入公证需要的材料,2010/5/2,您好，我想询问下翔安有没有公证处？如果要办理亲属关系公证和父母亲收入公证，都需要什么材料？咨询电话是多少？期待您的答复！,信访局,2010/5/7,您好！来信收悉。翔安区暂未设公证处，厦门市鹭江公证处在我区设立了“法律服务三进工作站”，办公地点在新店农村信用社二楼，联系电话：7083351。有关您咨询的亲属关系公证，一般应提交申请人与关系人的身份、户口簿及户籍登记部门出具的亲属关系证明，以上证据应提交原件。至于父母的收入公证，应由父母提出公证申请，并提交父母的身份证、户口簿、收入证明（父母所在单位出具），父母与所在单位签订的《劳动合同》（用人单位系行政、事业机关的由该机关出具在职证明）、税务机关出具父母收入的《完税证明》，收入数应与完税证明上记载的纳税基数一致。以上证据应提交原件。如父母所在单位系企业，应一并提交所在单位的营业执照（副本）复印件并加盖所在单位公章。不详之处请您直接与鹭江公证处翔安法律服务三进工作站联系咨询。
咨询,编外人员招聘咨询,2010/5/3,你好，关于非编招聘专业条件，我想报名岗位01非在编雇用人员，要求专业是大专行政管理、档案管理类或计算机类，而我是大专房地产物业管理专业的（非全日制），有从事过档案管理工作，不知道是否能报名？,人劳局,2010/5/7,您好！您的专业必须与该岗位要求的专业相符才能参与报名，您有从事过档案管理工作并不能替代该岗位的专业要求，参照《福建省2010年度机关事业单位招考专业指导目录》里的大专目录，您的专业属于房地产类，与该岗位专业要求不符。
投诉,752路公交-----末班时间&车型,2010/5/3,尊敬的各位领导，好！正逢翔安隧道通车之际，我请代表翔安市民向各位领导致意崇高的祝贺，同时感谢相关公交线路的开通给市民们带来便利；在此，我有个小小的建议，据通车这几天的观察情况，752路线两点建议：1.强烈建议将从会展中心发往翔安的公交车的末班时间做适当的延长；（目前会展中心末班时间为18:20，要知道，路经软件园那边都多少的上班族不能够在18:00准时下班来赶车。如果能够延长到19:30或是20:00我相信很多人会选择租在翔安，这不也能扩大翔安的消费和发展吗？几十个亿都投资下去了，为什么不能够适当在增开两到三班的车次呢？2.强烈建议将752路公交车车型换成普通的大辆车型。当前的车型实在太小的，我连续坐了5天的车，没有一次是有空位置的，每次人挤人的而且还是单门的，及其不方便上下车；希望有关部门能够积极调查并及时作出决策调整；谢谢！,经贸局,2010/9/21,感谢您对翔安公交的关心与支持，1、752路的末班是会展中心21：00发车。2、10月15日起全部更换双门大客车。
建议,"翔安公交收费过高,而且不规范",2010/5/4,"隧道通车,马上开通四条公交线路从隧道走,这是非常好的事情.但希望政府是不是能把好事做得更好.如750马巷到火车站.马巷车站那边交通非常脏乱.巷南路这边经常堵车,是否能考虑从万科楼盘这边走.而且定价非常高,如何促进翔安发展.其他线路公路发车间隔太长,票价同样偏高.关于公交这方面,已经引起翔安人民大为不满.",信访局,,您好！来信收悉。马巷到火车站这条线路已运行了十几年，事实证明此线路极大满足和方便翔安人民的出行需求，目前并无更改运行线路的安排。至于票价，市政府已在调研，做票改方案，相信会给大家一个满意的答案。
咨询,招聘,2010/5/4,EAR(77####99)20:11:43翔安区政府“就业我帮您”组委会招聘--人力资源信息员：5名；设计：1名；文员、接线员各1名；有意者联系本Q请问这是真的吗？在哪里报名应聘？,人劳局,2010/5/7,您好！区人劳局并无发布过该招聘信息。请根据信息来源向来源处咨询，并注意鉴别信息真假，避免上当受骗。
咨询,关于非在编,2010/5/4,你好，我想请报考02岗位的统计员，我的专业是文科的，不是工管、经济学。但因为我几年的工作职称也是统计，不晓得能不能报名？谢谢,人劳局,2010/5/7,您好！如果您的专业不在您要报考岗位的专业要求范围里，不能报考该岗位。
咨询,为什么结婚后就领不到50元的农村医疗保险？,2010/5/4,2008年7月厦门不是实行了新型农村居民基本保险制度吗，原先有缴纳社会保险的村里返还50元给个人，本人在海沧上班，由于公司有缴纳了社会保险，因些08年7月也领到了村里发还的50元，本人于09年4月28日我结婚，老公也同是马巷镇五星村的，到了7月份村里就没有发那50元给我了，说是嫁人后户口不属于这了，我想请问一下今年7月我的那50元能不能领取，是在老公这边领还是我家那边领，去年的那50元是不是该补还给我呢？？！！,马巷镇,2010/5/18,您好！来信收悉。经工作片协调，决定由五星社区第8小组返还您50元（小组集体资金为居民统一缴交农村医保）。
