title,time,content,repcontent,reply_p,reply_ta
如何更换酒店的特种行业证,2014/2/21 0:00,酒店的特种行业证快要到期了，请问如何申请更换,1、申请报告2、营业执照副本原件复印件3、消防合格证原件复印件4、工作总结5、租凭合同或产权证6、委托书及法人身份证复印件7、保证书及经办人身份证。（以后凡与公章刻印、特行管理等相关内容的请转C厅公安局窗口）。,,2014/3/11 0:00
未成年子女能否朋友挂靠,2014/2/21 0:00,"亲友投靠要怎么理解,未成年子女自能能否挂靠在岛内朋友呢?急,盼回复.",不能办理。,,2014/3/10 0:00
外来人口在厦门落户的问题,2014/2/21 0:00,",我在厦门办暂住证满8年,也有固定房产,请问如何办理落户手续?",1.1)落户在思明区的、湖里区的，需持有本市《暂住证》或《居住证》连续满八年、参加本市社会养老保险连续满八年；2）落户在集美区、海沧区、同安区、翔安区的，需持有本市《暂住证》或《居住证》连续满五年、参加本市社会养老保险连续满五年；2、有固定职业并签订经劳动保障部门备案的劳动合同；3、在本市拥有房屋所在权证的住所；4、无违法犯罪记录；5、无违反计划生育政策规定的行为。二、所需材料1、现有效期内的《暂住证》或《居住证》；2、市局或公安分局出具的暂住证满年限的证明（拟落户岛内的，查询及认定在市政务服务中心；落户岛外的，查询及认定在岛外拟落户的区公安分局户政部门）；3、市劳动保障部门出具的《厦门市外来人员落户审核表》；4、房屋所有权证；5、拟落户地派出所出具的无违法犯罪记录证明；6、拟落户地街道办事处出具的《计划生育审核意见》；7、当事人户口本、身份证；以上材料需原件和复印件（A4规格）一套。如有涉及派出所提供的证明，需盖派出所户口专用章。,,2014/3/10 0:00
厦门市国有建设用地使用权出让合同遗失,2014/2/24 0:00,您好!我司办事人员不慎将厦门市国有建设用地使用权出让合同遗失，该办事人员现已离职。现我司办理业务需使用该合同，请问能否到贵局补一份合同，办理的流程和需提供的资料有哪些？谢谢！,请拨打土地利用处电话咨询：51###32.,,2014/3/21 0:00
如何网上停保？,2014/2/24 0:00,如何网上停保？,您好！单位办理网上社保操作请查看http://www.xm####ax.gov.cn/xmds/02/sb#####sc.htm.,,2014/3/11 0:00
户口,2014/2/24 0:00,我09年在岛内购买带三个户口的房子，当时只把我自己的户口迁过来了，现在想把我父母的户口也迁过来，需要在哪里办理？如果家中有新生儿是不占这个户口名额可以直接落户的吗？,一、办理条件1、子（女）为本市常住户口。2、父母年龄，男年满60周岁，女年满55周岁3、父母投靠户口在本市集美区、海沧区、同安区、翔安区成年子女的，年龄不受限制，须提供合法固定住所。本市岛外人员投靠岛内子女户口迁移参照上述条件。所需材料1、父母户口簿、身份证。2、在厦门子女户口簿、身份证。3、子女与父母的关系证明（由父母户口所在地公安派出所出具并盖户口专用章）或公证机关出具的关系公证或亲子鉴定。4、父母投靠户口在本市集美区、海沧区、同安区、翔安区的成年子女，须提供合法固定住所凭证。以上材料需原件和复印件（A4规格）1套。如涉及到派出所提供的证明，需盖派出所户口专用章。新生儿可随父或随母落户，与购房所带户口指标无关。,,2014/3/10 0:00
工伤中面部受伤，所需整形费用是否可报销？,2014/2/24 0:00,因工伤造成了面部受伤，如果进行整形，所需的费用是否由单位进行报销？流程如何？,2014年3月6日与留言人电话联系：完成工伤认定，参保有效所进行的面部功能性整型，符合规定的费用可由工伤基金给予报销。,,2014/3/24 0:00
关于购房落户问题,2014/2/18 0:00,您好2010年在厦门服役的军官，在厦门购二手房一套，是否可以落户？如果可以，需要哪些条件和证件？谢谢。,现5役军官无户口，无法办理。,,2014/3/13 0:00
失业保险金相关问题,2014/2/18 0:00,1、员工劳动合同到期不续签，公司之前未为员工在网上新增劳动合同续签，对员工领取失业金有何影响2、2014年失业金领取发放标准,已于2014年2月24日电话联系到留言人本人，告知他2014年失业金的发放标准，领取失业金要先办理用工备案，失业时要办理失业登记才可以。,,2014/3/31 0:00
工商调档,2014/2/18 0:00,因公司要做尽职调查，现信息设立缺失，故要把公司的工商资料调出来，请问有什么流程，要带什么材料才能允许调档，要具体到哪里调档，望回复，谢谢！,公司经办人带上本公司的营业执业副本，或公司开具的介绍信以及经办人的身份证原件市政务服务中心二楼c厅取号到12-13号窗口办理查询打印。,,2014/3/13 0:00
新生婴儿落户,2014/2/18 0:00,新生儿准生证是南安市诗山镇签发的，宝宝妈妈在厦门市湖里区有一套二手房，已交社保5年，并且宝宝在厦门出生，宝宝的户口可以落在厦门吗？,新生儿应随父或随母申报户口，请到孩子父亲或母亲户口所在地派出所咨询。,,2014/3/13 0:00
非国家统招的本科生（成人教育学历）没有报到证有什么政策可以入户厦门吗？,2014/2/18 0:00,请问本人大专是非统招毕业的，没有报到证，后续获得成人教育本科学历文凭，从05年开始缴纳社医保，在岛内同一家公司已缴纳满4年，公司有集体户，请问有什么政策可以入户厦门户口吗？,只有厦门市公务员申批通赤，接收了人事档案才能办理户口。具体请咨询市公务员局。,,2014/3/13 0:00
简化程序,2014/2/18 0:00,既然现在的个人资料在网上都有了，为什么就不能去掉那些多余的环节，是否只要身份证，婴儿出生的相关证明就好了，然后再填个确认报销已领。办理一次生育险太费事了。,已致电回复。须知表格下载http://www.xm###33.com/,,2014/3/31 0:00
关于华侨想落户厦门,2014/2/18 0:00,您好！请问菲律宾华侨，想户口迁到厦门，是否可以？需要哪些条件和材料？,华侨回国落户请到侨办申请。,,2014/3/13 0:00
未成年人医保报销问题,2014/2/18 0:00,本市户籍的未成年人在外地三甲医院住院，费用可以报销吗？可以报销的比例是多少？需要哪些材料？谢谢另：已经是本市户籍了，但医保卡上的身份状态仍然是外来人员，如何更改？,2、25电话联系，已处理。,,2014/3/31 0:00
在父母房产证上加上子女名字,2014/2/18 0:00,房产是父母所有，想在房产证上加上子女名字如何办理？需要什么手续？怎么收费？,1、可以通过买卖或者赠与方式，增加未成年子女只能过赠与的方式办理。2、增加子女名字需要携带的材料：赠与的带赠与合同公证书、产权证、当事人身份证件：买卖参考二手房买卖须知。(如有在银行做抵押，需到银行开具放行单）赠与未成年子女的，由监护人代办。当事人身份证、赠与公证书、未成年子女的户口本及能体现父子、母子关系的证明材料。具体详见厦门网上房地产下载及相关表格。税收问题请咨询12#66.,,2014/3/4 0:00
在海沧，集体户口买多少平米的房子才能转为个体户口？,2014/2/19 0:00,我的户口是海沧某学校的集体户口，挂靠在学校一个同事的户口上，要是想把集体户口迁为个体户口的话，我必须要买80平米及以上的房子才行吗？如果要是买四五十平米的单身公寓的话，可以把自己的集体户口迁过去吗？谢谢！,如果是教师集体户且本人的单身公寓在岛外可以迁移过去。,,2014/3/13 0:00
担保人的房产如何办理抵押登记手续,2014/2/19 0:00,我们是融资租赁公司（相当于银行贷款）担保人的房产在厦门为他人担保把产权抵押给我们请问我们提供什么材料？产权人需提供哪些材料？怎样办理手续？谢谢！！！,1、土地房屋权属证书2、申请人身份证明：申请人为自然人，提交身份证复印件、境内自然人还应提交婚姻状况证明：为企业法人提交营业执照原件复印件、法人代表身份证复印件、介绍信、经办人身份证原件复印件3、主债权合同及抵押合同各一份4、经抵押权人确认的真实、合法的抵押人有权设定抵押的文件5、可以证明抵押物价值的资料。具体详见厦门网上房地产下载办事指南及相关表格。,,2014/3/5 0:00
表格下载,2014/2/19 0:00,巜申请办理单位自建房初始登记指南》的具体内容或表格,1、申请人的身份证明；营业执照原件复印件；法人身份证复印件，介绍信，经办人身份证原件复印件。2、用地批准文书；土地类型为出让或者有偿使用且未办理土地权属登记的，还应提交土地使用权出让或有偿使用合同复印件、地价款缴清证明复印件及完税凭证。3、规定的测绘资料。4、建设用地规划许可证复印件5、建设工程规划许可证或者建设工程符合规划证明6、规划部门设计方案批复、规划审定总平面图、分层平面图复印件；有地下层的，提交经人防管理部门审核人防平面图。7、房屋竣工验收备案证明8、民政部门出具或确认的新编门牌证明复印件、新旧门牌及户室单元对照表9、地籍调查表、宗地图及宗地界址坐标10白蚁防止验收证明。具体详见厦门网上房地产下载办事指南及相关表格。,,2014/3/4 0:00
